name,address,phone,timeOpen,ratingAverage,priceRange,details
Làng nướng nhỏ Bà Sáu,"198/4 Bùi Viện, Q.1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 90 823 07 21,Đang mở cửa: 6:00 CH - 04:00 SA,"3,5",40.000 ₫ - 150.000 ₫,"40.000 ₫ - 150.000 ₫, Đồ nướng, Kiểu Á, Kiểu Việt, Cửa hàng bán thức ăn mang về, Ngồi ngoài trời, Chỗ ngồi, Phục vụ đồ uống có cồn, Wifi miễn phí"
Saigon Ngon Kitchen,"173 Phạm Ngũ Lão Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",,,"3,5","Kiểu Á, Kiểu Việt","Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay, Bữa trưa, Bữa tối"
Tokyo Deli,"425 Võ Văn Tần, Q.3, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3818 1177,,"3,5","Kiểu Nhật, Sushi, Kiểu Á","Kiểu Nhật, Sushi, Kiểu Á, Bữa tối, Bữa trưa, Cửa hàng bán thức ăn mang về, Đặt chỗ, Chỗ ngồi, Giao hàng, Dịch vụ bàn"
Gentle Onion,"11 Nguyễn Bính Phú Mỹ Hưng, Tân Phong, Quận 7, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 5412 5475,Đang mở cửa: 10:00 SA - 10:00 CH,"4,5",50.000 ₫ - 200.000 ₫,"50.000 ₫ - 200.000 ₫, Kiểu Ý, Kiểu Mỹ, Kiểu Á, Kiểu Hàn Quốc, Món kết hợp, Kiểu Việt, Bữa trưa, Bữa tối"
Shadow Lounge,"244 Pasteur Street Ward Vo Thi Sau, District 3, Thành phố Hồ Chí Minh Việt Nam",+84 90 188 34 63,Đang mở cửa: 09:00 SA - 11:30 CH,"5,0",71.429 ₫ - 166.667 ₫,"71.429 ₫ - 166.667 ₫, Quầy bar, Cà phê, Quốc tế, Quán rượu, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống"
Yo's,"06 Nguyễn Bỉnh Khiêm Đa Kao, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 93 269 63 66,Đang mở cửa: 11:00 SA - 10:00 CH,"4,5",6 ₫ - 600.000 ₫,"6 ₫ - 600.000 ₫, Hải sản, Kiểu Á, Bữa trưa, Bữa tối, Đồ uống"
Ashima Mushroom Hotpot - Thảo Điền,"93 Xuân Thủy Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3620 4723,,"4,5",299.000 ₫ - 700.000 ₫,"299.000 ₫ - 700.000 ₫, Kiểu Nhật, Kiểu Á, Bữa trưa, Bữa tối, Đồ uống"
Kichi Kichi,"339 Nguyễn Trãi, P. Nguyễn Cư Trinh, Q.1, Thành phố Hồ Chí Minh 70000 Việt Nam",+(84)38386174,,"3,5",Kiểu Á,"Kiểu Á, Bữa tối, Chỗ ngồi, Dịch vụ bàn"
Hủ Tiếu Nam Vang Thành Đạt,"34 Cô Bắc Phường Cầu Ông Lãnh, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 97 369 17 33,Đang mở cửa: 12:00 SA - 11:59 CH,"4,5",Kiểu Việt,"Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối"
iSushi Trường Sơn,"A43 Truong Son, Quan Tan Binh, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3848 5512,,"3,5","Kiểu Nhật, Sushi, Hải sản, Kiểu Á","Kiểu Nhật, Sushi, Hải sản, Kiểu Á, Bữa trưa, Bữa tối, Đặt chỗ, Chỗ ngồi, Lối vào ra cho xe lăn, Cửa hàng bán thức ăn mang về, Dịch vụ bàn"
5 Senses,"Nikko Hotel, Ground Floor Valet Parking Available, Thành phố Hồ Chí Minh Việt Nam",+84 28 6688 7888,Đang mở cửa: 3:00 CH - 12:30 SA,"5,0","Kiểu Nhật, Quầy bar, Kiểu Á, Đương đại, Quán rượu, Phong cách ẩm thực Fusion Nhật Bản","Kiểu Nhật, Quầy bar, Kiểu Á, Đương đại, Quán rượu, Phong cách ẩm thực Fusion Nhật Bản, Bữa trưa, Bữa tối, Đặt chỗ, Ăn tối phòng riêng, Chỗ ngồi, Có bãi đỗ xe, Chỉ chấp nhận tiền mặt, Chấp nhận thẻ tín dụng, Có thẻ quà tặng"
Lẩu Lòng Bò Nhật Bản,"8/16 Lê Thánh Tôn- P.Bến Nghé- Q. 1, Thành phố Hồ Chí Minh Việt Nam",+84 8 3526 0122,Đang mở cửa: 5:00 CH - 12:00 SA,"4,5",71.429 ₫ - 357.143 ₫,"71.429 ₫ - 357.143 ₫, Kiểu Nhật, Đồ nướng, Kiểu Á, Quán rượu, Tốt cho sức khỏe, Thức ăn đường phố, Bữa tối"
Vuvuzela,"4A3, Trường Sơn, Q. Tân Bình, Thành phố Hồ Chí Minh 70000 Việt Nam",+(84)38486180,,"3,5","Quầy bar, Quán rượu, Nhà hàng bán bia","Quầy bar, Quán rượu, Nhà hàng bán bia, Chỗ ngồi, Đặt chỗ"
Manwah Hoàng Văn Thụ,"417 Hoàng Văn Thụ Phường 2, Tân Bình, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3811 0463,,"4,0",290.000 ₫ - 329.000 ₫,"290.000 ₫ - 329.000 ₫, Kiểu Á"
Thien Nam Restaurant,"53 Nam Ky Khoi Nghia Nguyen Thai Binh District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",,,"3,5","Kiểu Á, Kiểu Trung Quốc","Kiểu Á, Kiểu Trung Quốc, Bữa trưa, Bữa tối, Cửa hàng bán thức ăn mang về, Đặt chỗ, Chỗ ngồi, Phục vụ đồ uống có cồn, Dịch vụ bàn"
Bready Bánh Mì Tươi,"62 Mạc Đĩnh Chi Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 8 3822 2498,,"4,5",Nhà hàng bít tết,Nhà hàng bít tết
Mộc Cafe,"130A Nguyễn Đình Chiểu Phường 6, Quận 3, Thành phố Hồ Chí Minh Việt Nam",+84 8 6659 5522,Đang mở cửa: 12:00 SA - 11:59 CH,"4,5","Bữa sáng, Bữa trưa, Bữa tối","Bữa sáng, Bữa trưa, Bữa tối"
Kabin,"8-15 Ton Duc Thang Street, District 1 Renaissance Riverside Hotel Saigon, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 28 3822 0033,Đang mở cửa: 11:30 SA - 2:30 CH6:00 CH - 10:00 CH,"5,0",380.952 ₫ - 2.380.952 ₫,"380.952 ₫ - 2.380.952 ₫, Kiểu Trung Quốc, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten"
Nhà hàng Baguettes Bambou,"611/14B Điện Biên Phủ Phường 1, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 126 716 8902,Đang mở cửa: 07:00 SA - 9:00 CH,"4,5",150.000 ₫ - 300.000 ₫,"150.000 ₫ - 300.000 ₫, Kiểu Việt, Kiểu Á, Tốt cho sức khỏe, Bữa sáng, Bữa trưa, Bữa tối"
Mai Xuân Cảnh,"57 Nguyen Du St, Ben Nghe Ward, District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 93 234 56 67,,"4,0",Kiểu Việt,Kiểu Việt
Lẩu Nấm Ashima,"11 Tú Xương, Q.3, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3824 1966,,"4,0",Đặt chỗ,Đặt chỗ
Củ Nén Quán,"408/35 Nguyễn Thị Minh Khai Hẻm 291 Võ Văn Tần, Phường 5, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 93 317 98 17,Đang mở cửa: 09:00 SA - 9:00 CH,"5,0",45.000 ₫ - 199.000 ₫,"45.000 ₫ - 199.000 ₫, Kiểu Việt, Bữa trưa, Bữa tối"
Kobe BBQ Restaurant,"18 Bis, Cộng hòa, P.4, Tân Bình Phuong 4, Quan Tan Binh, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 98 457 53 92,,"4,5",71.429 ₫ - 2.857.143 ₫,"71.429 ₫ - 2.857.143 ₫, Hải sản, Sushi, Thịt nướng, Kiểu Nhật"
Cocotte,"136/11 Lê Thánh Tôn Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 90 291 12 27,Đang mở cửa: 11:00 SA - 9:30 CH,"4,5",8 ₫ - 15 ₫,"8 ₫ - 15 ₫, Kiểu Pháp, Quầy rượu vang, Kiểu Âu, Phù hợp với người ăn chay"
Karen's Cafe,"25 Thủ Khoa Huân Ground Floor/First Floor, Thành phố Hồ Chí Minh Việt Nam",+84 93 829 03 85,Đang mở cửa: 07:00 SA - 11:00 CH,"4,0",50.000 ₫ - 150.000 ₫,"50.000 ₫ - 150.000 ₫, Kiểu Ý, Kiểu Mỹ, Kiểu Việt, Phù hợp với người ăn chay"
Nhà hàng Buffet Gánh,"55-56 Nguyễn Huệ, Q.1 Khách sạn Palace Saigon, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3829 2860,,"4,0",Kiểu Việt,Kiểu Việt
Nhà Hàng Chabathai,"25 Thủ Khoa Huân Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 94 272 07 20,Đang mở cửa: 10:00 SA - 10:00 CH,"4,5","Bữa trưa, Bữa tối","Bữa trưa, Bữa tối"
Fujiya Yakiniku Nabe Buffet,"B3-01, Vincom Center, 72 le Thanh Ton St., District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 93 812 25 52,,"3,5","Đồ nướng, Sushi, Kiểu Á, Kiểu Nhật","Đồ nướng, Sushi, Kiểu Á, Kiểu Nhật, Bữa tối, Bữa trưa, Đặt chỗ, Chỗ ngồi, Lối vào ra cho xe lăn"
Bun Bo Hue Yen Do,"252/68B Ly Chinh Thang Street District 3, Thành phố Hồ Chí Minh Việt Nam",+84 8 3931 2975,Đang mở cửa: 09:00 SA - 10:00 CH,"4,5",Kiểu Việt,"Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối"
5 Senses,"Nikko Hotel, Ground Floor Valet Parking Available, Thành phố Hồ Chí Minh Việt Nam",+84 28 6688 7888,Đang mở cửa: 3:00 CH - 12:30 SA,"5,0","Kiểu Nhật, Quầy bar, Kiểu Á, Đương đại, Quán rượu, Phong cách ẩm thực Fusion Nhật Bản","Kiểu Nhật, Quầy bar, Kiểu Á, Đương đại, Quán rượu, Phong cách ẩm thực Fusion Nhật Bản, Bữa trưa, Bữa tối, Đặt chỗ, Ăn tối phòng riêng, Chỗ ngồi, Có bãi đỗ xe, Chỉ chấp nhận tiền mặt, Chấp nhận thẻ tín dụng, Có thẻ quà tặng"
Chilli - Lẩu Nướng Tự Chọn,"105, 232 Đường Vĩnh Khánh Phường 10, Quận 4, Thành phố Hồ Chí Minh Việt Nam",+84 90 293 56 67,Đang mở cửa: 4:00 CH - 10:00 CH,"4,5",Bữa tối,Bữa tối
Gosu Sushi,"74 Quốc Hương Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 7305 7997,,"5,0",238.095 ₫ - 1.190.476 ₫,"238.095 ₫ - 1.190.476 ₫, Sushi"
Cay Da Cafe,"253 Nguyen Van Troi Street Phu Nhuan District, Thành phố Hồ Chí Minh 70000 Việt Nam",,Đang mở cửa: 06:00 SA - 10:00 CH,"4,0",Cà phê,"Cà phê, Bữa sáng, Bữa trưa, Bữa tối, Chỗ ngồi"
大黒屋,"29 Le Thanh Ton Street, Ben Nghe Ward, District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3827 3622,,"4,5",Bữa trưa,Bữa trưa
Chè Thái Ý Phương,"380 Nguyễn Tri Phương Phường 4, Quận 10, Thành phố Hồ Chí Minh 70000 Việt Nam",,,"3,5","Kiểu Á, Kiểu Việt","Kiểu Á, Kiểu Việt, Cửa hàng bán thức ăn mang về, Chỗ ngồi"
IL CORDA Charcoal Steakhouse,"11 Lê Thánh Tôn Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3823 4929,Đang mở cửa: 11:30 SA - 2:30 CH5:00 CH - 10:30 CH,"4,0",1.190.476 ₫ - 3.571.429 ₫,"1.190.476 ₫ - 3.571.429 ₫, Nhà hàng bít tết, Bữa tối, Bữa trưa"
Cơm quê Mười Khó,"27 Trần Quốc Thảo phường 6, Thành phố Hồ Chí Minh Việt Nam",+84 90 120 27 27,,"4,0",Kiểu Việt,Kiểu Việt
Iron Steak LHP,"624 Lê Hồng Phong, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 90 890 34 99,Đang mở cửa: 11:00 SA - 9:30 CH,"5,0",30.000 ₫ - 90.000 ₫,"30.000 ₫ - 90.000 ₫, Cửa hàng thức ăn ngon, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống"
Nhà hàng Little Something,"122 Hồ Tùng Mậu, Q.1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 120 322 8199,Đang mở cửa: 11:00 SA - 11:00 CH,"4,0",30.000 ₫ - 90.000 ₫,"30.000 ₫ - 90.000 ₫, Bữa trưa, Bữa tối"
Meat Me Wood Fire Steakhouse,"82 Song Hành An Phu, District 2, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 98 619 73 99,Đang mở cửa: 11:00 SA - 2:00 CH5:00 CH - 11:00 CH,"5,0",150 ₫ - 90.000 ₫,"150 ₫ - 90.000 ₫, Nhà hàng bít tết, Bữa trưa, Bữa tối, Đồ uống"
Sesan Restaurant,"14 Einstein, Binh Tho, Thu Duc, Ho Chi Minh City, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 96 810 01 00,Đang mở cửa: 08:00 SA - 10:00 CH,"4,5","Bữa sáng, Bữa trưa, Bữa tối","Bữa sáng, Bữa trưa, Bữa tối"
The Monkey Gallery DINING,"91 Mạc Thị Bưởi Lầu 3, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 79 399 1992,Đang mở cửa: 11:30 SA - 2:30 CH5:30 CH - 10:00 CH,"4,0",1.292.000 ₫ - 2.692.000 ₫,"1.292.000 ₫ - 2.692.000 ₫, Kiểu Việt, Quán bar phục vụ đồ ăn, Quốc tế, Món kết hợp, Bữa tối, Đồ uống"
GÁNH - Vietnamse Cuisine,"58/4 Phạm Ngọc Thạch Phường 6, Quận 3,, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 93 716 66 18,Đang mở cửa: 08:00 SA - 11:00 CH,"4,0",3 ₫ - 6 ₫,"3 ₫ - 6 ₫, Kiểu Việt, Kiểu Á, Tốt cho sức khỏe, Bữa trưa, Bữa nửa buổi, Bữa sáng, Bữa tối"
Eien Whisky Bar,"146/6 Nguyễn Văn Thủ, phường Đa Kao, quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 96 443 87 88,,"4,5",100 ₫ - 500 ₫,"100 ₫ - 500 ₫, Kiểu Âu, Quán bar phục vụ đồ ăn, Phong cách ẩm thực Fusion Nhật Bản"
Nha Hang Chay Vajra Vegetarian Restarant,"711 le Hong Phong, Phoung 12, Quan 10, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3979 7128,,"4,0",Kiểu Việt,"Kiểu Việt, Phù hợp với người ăn chay, Đặt chỗ"
4An Vegetarian,"61 Nam Kỳ Khởi Nghĩa Bến Thành Market, Thành phố Hồ Chí Minh 700000 Việt Nam",028 9999 6268,,"4,0",70.000 ₫ - 150.000 ₫,"70.000 ₫ - 150.000 ₫, Cà phê, Cửa hàng thức ăn ngon, Đặt chỗ"
Quán Cơm Gà Hài Nam,"377 - 379 Bis Nguyễn Tri Phương, P.5, Q.10, Thành phố Hồ Chí Minh Việt Nam",+84 8 3853 2211,,"4,0","Kiểu Trung Quốc, Kiểu Á, Kiểu Việt, Kiểu Singapore, Kiểu Malaysia","Kiểu Trung Quốc, Kiểu Á, Kiểu Việt, Kiểu Singapore, Kiểu Malaysia"
Elgin,"27 Mạc Đĩnh Chi, Đakao Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 28 3535 2957,Đang mở cửa: 6:00 CH - 10:00 CH,"5,0","Quốc tế, Đương đại, Món kết hợp","Quốc tế, Đương đại, Món kết hợp, Bữa tối, Đêm muộn, Đồ uống, Đặt chỗ, Chỗ ngồi, Có bãi đỗ xe, Bãi đỗ xe tập trung miễn phí, Phục vụ đồ uống có cồn, Rượu và bia, Chấp nhận thẻ American Express, Chấp nhận thẻ Mastercard, Chấp nhận thẻ Visa, Thanh toán điện tử, Wifi miễn phí, Chấp nhận thẻ Discover, Chấp nhận thẻ tín dụng, Dịch vụ bàn, Nhà hàng không hút thuốc"
Kabin,"8-15 Ton Duc Thang Street, District 1 Renaissance Riverside Hotel Saigon, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 28 3822 0033,Đang mở cửa: 11:30 SA - 2:30 CH6:00 CH - 10:00 CH,"5,0",380.952 ₫ - 2.380.952 ₫,"380.952 ₫ - 2.380.952 ₫, Kiểu Trung Quốc, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten"
5Wine Eatery & Wine Library,"61 Nam Ky Khoi Nghia, Ben Thanh Ward, District 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+1 289-999-6268,Đang mở cửa: 4:00 CH - 02:00 SA,"5,0",400.000 ₫ - 800.000 ₫,"400.000 ₫ - 800.000 ₫, Cửa hàng thức ăn ngon, Quán bar phục vụ đồ ăn, Bữa tối"
Papas' Chicken & Beer,"S37-1 Hưng Vượng 2, Bùi Bằng Đoàn Quận 7, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 5410 0454,,"4,0","Kiểu Á, Kiểu Hàn Quốc","Kiểu Á, Kiểu Hàn Quốc"
Hoàng Tâm - Món Ngon Miền Tây,"208 Nguyễn Hữu Cảnh Park 1, Vinhomes Central Park, Phường 22, Thành phố Hồ Chí Minh 700000 Việt Nam",,,"3,5",,
Protein Kitchen,"10 Hung Gia 2, Phuong Tan Phong, Quan 7, Thành phố Hồ Chí Minh 700000 Việt Nam",+(84)793115753,Đang mở cửa: 09:00 SA - 9:00 CH,"5,0",100.000 ₫ - 240.000 ₫,"100.000 ₫ - 240.000 ₫, Kiểu Mỹ, Tốt cho sức khỏe, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống"
Central Restaurant,"17 - 19 Ton Duc Thang Street, District 1 Liberty Central Saigon Riverside Hotel, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3827 1717,,"4,0",50.000 ₫ - 1.000.000 ₫,"50.000 ₫ - 1.000.000 ₫, Hải sản, Kiểu Việt, Bữa tối"
Cocotte,"136/11 Lê Thánh Tôn Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 90 291 12 27,Đang mở cửa: 11:00 SA - 9:30 CH,"4,5",8 ₫ - 15 ₫,"8 ₫ - 15 ₫, Kiểu Pháp, Quầy rượu vang, Kiểu Âu, Phù hợp với người ăn chay"
Bún Chả Thăng Long,"428 Nguyễn Thị Thập Tân Quy, Quận 7, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 91 863 54 88,Đang mở cửa: 07:00 SA - 10:00 CH,"4,5",Kiểu Việt,"Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối"
Phở Hiền,"68/9A Trần Quang Khải Tân Định, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3843 9119,,"4,5",Kiểu Việt,Kiểu Việt
Daiichi Ramen & Curry,"8a/2b2 Thái Văn Lung, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 93 882 90 85,,"4,0",50.000 ₫ - 150.000 ₫,"50.000 ₫ - 150.000 ₫, Kiểu Nhật, Kiểu Bữa tối"
Peach Garden Vietnam,"208 Nguyễn Hữu Cảnh Lô L4-02, Vincom Center Landmark 81, Vinhomes Central Park, Bình Thạnh, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3636 6083,,"4,0",Kiểu Trung Quốc,"Kiểu Trung Quốc, Đặt chỗ"
Bánh Mì Ba Lắc,"49 Nguyen Hue Bến Nghé, Quận 1, Thành phố Hồ Chí Minh Việt Nam",,,"4,0",,
Quán Ăn Ngon 138,"138 Nam Kỳ Khởi Nghĩa Phường 6, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3825 7179,Đang mở cửa: 08:30 SA - 10:30 CH,"4,0",47.619 ₫ - 238.095 ₫,"47.619 ₫ - 238.095 ₫, Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay, Tùy chọn ăn chay"
Luvi Vegan restaurant,"19Bis Nguyễn Thị Minh Khai P.Bến Nghé, Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 90 994 29 92,Đang mở cửa: 10:00 SA - 10:00 CH,"4,5",Kiểu Việt,"Kiểu Việt, Bữa trưa, Bữa tối"
Gọn & Nhẹ - Food & Beer,"6 Ngô Thời Nhiệm Phường 7, Quận 3., Thành phố Hồ Chí Minh 70000 Việt Nam",+84 90 743 37 05,Đang mở cửa: 11:00 SA - 12:00 SA,"4,0",60 ₫ - 400 ₫,"60 ₫ - 400 ₫, Kiểu Việt, Quầy rượu vang, Bữa trưa, Bữa tối"
B3 Beer,"06 Ngo Thoi Nhiem Ward 7, District 3, Thành phố Hồ Chí Minh Việt Nam",+84 96 984 49 79,,"5,0",Kiểu Việt,Kiểu Việt
Hana Mizuki,"15a5 Le Thanh Ton District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3824 2411,,"4,0",Kiểu Nhật,Kiểu Nhật
Ovenmaru Chicken,"187 Điện Biên Phủ P Đakao, Q1, Thành phố Hồ Chí Minh Việt Nam",+84 28 3823 2866,,"4,5",40.000 ₫ - 300.000 ₫,"40.000 ₫ - 300.000 ₫, Kiểu Á, Kiểu Hàn Quốc"
The Monkey Gallery DINING,"91 Mạc Thị Bưởi Lầu 3, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 79 399 1992,Đang mở cửa: 11:30 SA - 2:30 CH5:30 CH - 10:00 CH,"4,0",1.292.000 ₫ - 2.692.000 ₫,"1.292.000 ₫ - 2.692.000 ₫, Kiểu Việt, Quán bar phục vụ đồ ăn, Quốc tế, Món kết hợp, Bữa tối, Đồ uống"
Hoang Yen Buffet,"Me Linh Point Tower 1st floor, 02 Ngo Duc Ke, D1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 93 408 66 38,Đang mở cửa: 10:00 SA - 10:00 CH,"3,5",214.286 ₫ - 357.143 ₫,"214.286 ₫ - 357.143 ₫, Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay"
KHO eat&drink,"92 Nam Kỳ Khởi Nghĩa, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 93 411 01 10,,"5,0","Cà phê, Hải sản","Cà phê, Hải sản"
,,,,"3,5",119.048 ₫ - 476.190 ₫,"119.048 ₫ - 476.190 ₫, Kiểu Việt, Phù hợp với người ăn chay"
Sả Quán,"33 Co Giang St Cau Ong Lanh Ward, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 91 271 39 31,,"5,0",Kiểu Việt,Kiểu Việt
Spice Curry Cardamon,"15b/83 Le Thanh Ton St. District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 120 296 9563,,"4,5",Kiểu Nhật,Kiểu Nhật
Lẩu Lòng Bò Nhật Bản,"8/16 Lê Thánh Tôn- P.Bến Nghé- Q. 1, Thành phố Hồ Chí Minh Việt Nam",+84 8 3526 0122,Đang mở cửa: 5:00 CH - 12:00 SA,"4,5",71.429 ₫ - 357.143 ₫,"71.429 ₫ - 357.143 ₫, Kiểu Nhật, Đồ nướng, Kiểu Á, Quán rượu, Tốt cho sức khỏe, Thức ăn đường phố, Bữa tối"
Lavelle Library,"12 Street 12 Thao Dien Ward, District 2, Thành phố Hồ Chí Minh Việt Nam",+84 70 7774 877,Đang mở cửa: 07:30 SA - 11:00 CH,"4,5",200.000 ₫ - 400.000 ₫,"200.000 ₫ - 400.000 ₫, Kiểu Pháp, Bữa sáng, Bữa trưa, Bữa tối"
The Vegan Garden,"Đường Hà Huy Tập SA7-1 Mỹ Khánh 4, Tân Phong, Quận 7, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 91 376 60 24,Đang mở cửa: 08:00 SA - 9:00 CH,"4,0",35.000 ₫ - 200.000 ₫,"35.000 ₫ - 200.000 ₫, Kiểu Ý, Kiểu Trung Quốc, Kiểu Mỹ, Kiểu Việt, Kiểu Á, Bữa sáng, Bữa trưa, Bữa tối, Đồ uống"
Kohaku Sashimi & Yakiniku - Vincom Đồng Khởi,"B3, 72 Lê Thánh Tôn Vincom Đồng Khởi, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 93 850 39 90,Đang mở cửa: 10:00 SA - 9:30 CH,"5,0",400.000 ₫ - 1.000.000 ₫,"400.000 ₫ - 1.000.000 ₫, Kiểu Bữa tối, Bữa trưa, Bữa tối, Đồ uống"
Ambrosia Café Bistro,"149 Nguyen Du, District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 90 366 50 66,Đang mở cửa: 07:00 SA - 10:00 CH,"5,0",40.000 ₫ - 550.000 ₫,"40.000 ₫ - 550.000 ₫, Món kết hợp, Kiểu Việt, Kiểu Ý, Cà phê, Kiểu Âu, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống"
B-Dubs,"190 Hồng Bàng Tầng Trệt, The Garden Mall, Phường 12, Quận 5, Thành phố Hồ Chí Minh Việt Nam",+84 1900 6996,,"4,0",119.048 ₫ - 357.143 ₫,"119.048 ₫ - 357.143 ₫, Kiểu Mỹ, Nhà hàng bán bia, Quán rượu"
Juicetin - Lê Anh Xuân,"29 Lê Anh Xuân, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 329 798 299,Đang mở cửa: 07:00 SA - 11:00 CH,"5,0","Cà phê, Kiểu Việt, Tốt cho sức khỏe, Quán bán trái cây giải khát, Bản địa","Cà phê, Kiểu Việt, Tốt cho sức khỏe, Quán bán trái cây giải khát, Bản địa"
Yobe Craft Beer,"92 Đường 41 Phường Tân Phong. Quận 7, Thành phố Hồ Chí Minh Việt Nam",+84 98 996 96 10,Đang đóng cửa:  Xem tất cả giờ,"5,0","Nhà hàng bán bia, Kiểu Âu, Quán rượu, Kiểu Việt, Quán bar phục vụ đồ ăn","Nhà hàng bán bia, Kiểu Âu, Quán rượu, Kiểu Việt, Quán bar phục vụ đồ ăn, Bữa trưa, Bữa tối, Đêm muộn, Đồ uống, Bãi đỗ xe đường phố, Nhạc sống, Quán bar có nhạc jazz, Cho phép chó, Quán bar xem thi đấu thể thao"
Cordon Blue,"38 Mac Dinh Chi, Thành phố Hồ Chí Minh 848 Việt Nam",+84 8 3822 5216,,"3,5","Kiểu Pháp, Kiểu Âu","Kiểu Pháp, Kiểu Âu, Bữa trưa, Bữa tối, Đặt chỗ, Chỗ ngồi, Dịch vụ bàn"
Hoa Viên Phú Thọ-Coffee & Restaurant,"2-4 Lê Đại Hành, Thành phố Hồ Chí Minh Việt Nam",+84 28 2268 5599,,"5,0","Kiểu Trung Quốc, Kiểu Việt","Kiểu Trung Quốc, Kiểu Việt"
Tiệm ăn Ông Ngựa,"60/1 Lý Chính Thắng, Quận 3, Tp, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 97 226 66 67,Đang đóng cửa:  Xem tất cả giờ,"5,0",35.000 ₫ - 100.000 ₫,"35.000 ₫ - 100.000 ₫, Cửa hàng thức ăn ngon, Kiểu Việt, Bữa sáng, Bữa trưa"
