name,address,phone,timeOpen,ratingAverage,priceRange,details
Roof Garden Restaurant,"133 125, Ly Tu Trong Street, Ben Thanh Ward, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 8 3829 3888,Đang đóng cửa:  Xem tất cả giờ,"4,0","Món kết hợp, Kiểu Việt","Món kết hợp, Kiểu Việt, Bữa tối, Đặt chỗ, Bữa ăn tự chọn, Chỗ ngồi, Dịch vụ bàn"
Reika,"5 Nguyen Dinh Chieu, Thành phố Hồ Chí Minh Việt Nam",+84 93 883 44 90,Đang đóng cửa:  Xem tất cả giờ,"5,0","Kiểu Nhật, Phong cách ẩm thực Fusion Nhật Bản, Quầy bar, Thịt nướng, Quán rượu, Nhà hàng bia","Kiểu Nhật, Phong cách ẩm thực Fusion Nhật Bản, Quầy bar, Thịt nướng, Quán rượu, Nhà hàng bia, Bữa tối, Đêm muộn, Đồ uống, Đặt chỗ, Chỗ ngồi, Có bãi đỗ xe, Bãi đỗ xe đường phố, Phục vụ đồ uống có cồn, Quầy bar đầy đủ, Rượu và bia, Thanh toán điện tử, Wifi miễn phí, Chấp nhận thẻ tín dụng, Dịch vụ bàn"
Juicetin - Lê Anh Xuân,"29 Lê Anh Xuân, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 329 798 299,Đang mở cửa: 07:00 SA - 11:00 CH,"5,0","Cà phê, Kiểu Việt, Tốt cho sức khỏe, Quán bán trái cây giải khát, Bản địa","Cà phê, Kiểu Việt, Tốt cho sức khỏe, Quán bán trái cây giải khát, Bản địa"
LOOP 1 - Cocktail Bar & Kitchen,"1st Floor, 39 Ly Tu Trong, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 79 452 7594,Đang đóng cửa:  Xem tất cả giờ,"5,0","Kiểu Ý, Quầy bar, Hải sản, Quán rượu, Quán bar phục vụ đồ ăn","Kiểu Ý, Quầy bar, Hải sản, Quán rượu, Quán bar phục vụ đồ ăn, Bữa tối, Đêm muộn, Đồ uống, Đặt chỗ, Ngồi ngoài trời, Chỗ ngồi, Có bãi đỗ xe, Phục vụ đồ uống có cồn, Quầy bar đầy đủ, Rượu và bia, Chấp nhận thẻ American Express, Chấp nhận thẻ Mastercard, Chấp nhận thẻ Visa, Thanh toán điện tử, Wifi miễn phí, Chấp nhận thẻ Discover, Chấp nhận thẻ tín dụng, Dịch vụ bàn, Nhạc sống, Quán bar có nhạc jazz"
Calmo - The Tonic Bar Tan Cang,"85/7 Phạm Viết Chánh Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 90 274 95 22,Đang đóng cửa:  Xem tất cả giờ,"5,0",3 ₫ - 7 ₫,"3 ₫ - 7 ₫, Quầy bar, Quốc tế, Kiểu Việt, Bữa trưa, Đêm muộn, Đồ uống"
Sườn Cây Nướng & Beer,"3 Hồ Biểu Chánh, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3845 7663,,"4,0",Đồ nướng,"Đồ nướng, Đặt chỗ, Chỗ ngồi, Dịch vụ bàn"
Tacos Fuego,"48 Pham Viet Chanh, Ward 19,, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 93 402 05 21,Đang đóng cửa:  Xem tất cả giờ,"4,5",100.000 ₫ - 200.000 ₫,"100.000 ₫ - 200.000 ₫, Kiểu Mexico, Bữa sáng, Bữa trưa, Bữa tối, Đêm muộn, Đồ uống"
Nhà hàng Ngon Asia House,"99 Nguyễn Huệ. Q.1 Toà nhà Sài Gòn Building, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3821 3821,Đang đóng cửa:  Xem tất cả giờ,"3,5",3 ₫ - 10 ₫,"3 ₫ - 10 ₫, Kiểu Trung Quốc, Kiểu Á, Kiểu Hàn Quốc, Kiểu Thái, Phù hợp với người ăn chay"
Đậu Homemade,"1 Nguyễn Văn Tráng P.Bến Thành - Q.1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 93 988 82 84,Đang đóng cửa:  Xem tất cả giờ,"4,0","Kiểu Việt, Kiểu Bữa tối","Kiểu Việt, Kiểu Bữa tối, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống, Giao hàng, Cửa hàng bán thức ăn mang về, Chỗ ngồi, Có bãi đỗ xe, Wifi miễn phí"
Xưởng Phở,"118 Lê Lai, phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 93 883 80 12,Đang mở cửa: 12:00 SA - 11:59 CH,"5,0",71.429 ₫ - 238.095 ₫,"71.429 ₫ - 238.095 ₫, Kiểu Á, Cửa hàng thức ăn ngon, Bản địa, Kiểu Việt, Nhà hàng bia, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống"
Tre Dining,"35 Xuan Thuy, Thao Dien, District 2 3rd Floor, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 94 984 86 96,Đang đóng cửa:  Xem tất cả giờ,"5,0","Quầy bar, Kiểu Á, Quán rượu, Kiểu Bữa tối","Quầy bar, Kiểu Á, Quán rượu, Kiểu Bữa tối, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống, Đặt chỗ, Ngồi ngoài trời, Có bãi đỗ xe, Phục vụ đồ uống có cồn, Quầy bar đầy đủ, Rượu và bia, Wifi miễn phí, Nhạc sống, Phong cách gia đình"
The December Co.,"42 Lý Tự Trọng Tầng 1, Unit 4, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 93 814 13 68,Mở cửa sau 11 phút nữa:  Xem tất cả giờ,"5,0",30 ₫ - 300 ₫,"30 ₫ - 300 ₫, Cà phê, Bữa sáng, Bữa trưa, Bữa tối"
Catinat Lounge,"1 Dong Khoi, District 1 Hotel Majestic Saigon, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3829 5517,,"4,0",,
Banh Cuon Tay Ho,"127 Dinh Tien Hoang, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 8 3820 0584,,"4,0","Kiểu Á, Kiểu Việt","Kiểu Á, Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối, Cửa hàng bán thức ăn mang về, Chỗ ngồi, Dịch vụ bàn"
Nous,"42 Lý Tự Trọng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 90 965 40 96,Đang đóng cửa:  Xem tất cả giờ,"4,5","Đương đại, Kiểu Âu, Kiểu Việt","Đương đại, Kiểu Âu, Kiểu Việt, Bữa tối, Đặt chỗ, Ăn tối phòng riêng"
Oslo Club,"38 Đ. Nam Kỳ Khởi Nghĩa, Phường Nguyễn Thái Bình, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 97 138 57 82,Đang đóng cửa:  Xem tất cả giờ,,"Quầy bar, Quán rượu, Quầy rượu vang, Quán bar phục vụ đồ ăn, Bản địa","Quầy bar, Quán rượu, Quầy rượu vang, Quán bar phục vụ đồ ăn, Bản địa, Bữa tối, Đêm muộn, Đồ uống, Đặt chỗ, Chỗ ngồi, Đỗ xe có người coi, Phục vụ đồ uống có cồn, Quầy bar đầy đủ, Rượu và bia, Thanh toán điện tử, Wifi miễn phí, Chấp nhận thẻ tín dụng, Dịch vụ bàn, Nhạc sống, Quán bar có nhạc jazz"
Koheis Bar - Cocktails & Tapas,"151 Dong Khoi, Thành phố Hồ Chí Minh Việt Nam",+84 88 816 30 66,,"5,0","Kiểu Nhật, Kiểu Mỹ, Quán rượu, Kiểu Bữa tối, Quầy rượu vang","Kiểu Nhật, Kiểu Mỹ, Quán rượu, Kiểu Bữa tối, Quầy rượu vang"
Leresto,"357-359 Hoàng Sa, P. Tân Định, Q.1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 93 409 01 30,Mở cửa sau 41 phút nữa:  Xem tất cả giờ,"4,5","Kiểu Pháp, Kiểu Âu","Kiểu Pháp, Kiểu Âu, Bữa sáng, Bữa trưa, Bữa tối, Đặt chỗ, Chỗ ngồi, Dịch vụ bàn"
Cafe 343,"343 Nguyen Trai Street, Thành phố Hồ Chí Minh Việt Nam",+84 8 3920 0988,Đang mở cửa: 07:00 SA - 11:00 CH,"4,5","Kiểu Mỹ, Cà phê, Kiểu Á, Kiểu Việt","Kiểu Mỹ, Cà phê, Kiểu Á, Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối"
The ATM Cocktail Bar & Kitchen,"27/10 Nguyễn Bỉnh Khiêm Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 90 314 41 23,,"4,5",59.000 ₫ - 219.000 ₫,"59.000 ₫ - 219.000 ₫, Quầy bar, Quán rượu, Kiểu Bữa tối, Quầy rượu vang"
Western Home Cooked Meals,"154/1 Trần Quang Khải, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 90 942 46 28,Đang đóng cửa:  Xem tất cả giờ,"5,0",47.619 ₫ - 166.667 ₫,"47.619 ₫ - 166.667 ₫, Kiểu Ý, Kiểu Mexico, Kiểu Mỹ, Kiểu Anh, Kiểu Việt, Bữa trưa, Bữa tối"
Benaras Heights (Fiery Tandoor & Rooftop Bar),"15 Đ. Tôn Đức Thắng, Quận 1 21/F, Khách Sạn Renaissance Riverside Sài Gòn, Thành phố Hồ Chí Minh Việt Nam",+84 98 515 70 15,Đang đóng cửa:  Xem tất cả giờ,"5,0",357.143 ₫ - 2.380.952 ₫,"357.143 ₫ - 2.380.952 ₫, Kiểu Ấn Độ, Quầy bar, Đồ nướng, Kiểu Á, Thịt nướng, Quán rượu, Phù hợp với người ăn chay, Tùy chọn ăn chay"
Nam son,"188 Nam Ky Nghia P.6, Q.3, Thành phố Hồ Chí Minh 70000 Việt Nam",,,"4,0","Nhà hàng bít tết, Đồ ăn nhanh, Kiểu Việt","Nhà hàng bít tết, Đồ ăn nhanh, Kiểu Việt, Bữa trưa, Bữa tối, Chỗ ngồi, Dịch vụ bàn"
Ringer Hut,"54 Trương Định Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3520 0050,Đang mở cửa: 07:00 SA - 10:00 CH,"4,5",Kiểu Nhật,"Kiểu Nhật, Bữa sáng, Bữa trưa, Bữa tối"
Jeffrey’s Kitchen - Taiwanese Beef Noodle & Dumpling,"137 Cống Quỳnh Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 90 129 48 66,Đang đóng cửa:  Xem tất cả giờ,"5,0",50.000 ₫ - 170.000 ₫,"50.000 ₫ - 170.000 ₫, Kiểu Trung Quốc, Kiểu Á, Kiểu Việt, Kiểu Đài Loan, Kiểu Nhật, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống"
Nhà Hàng Đồng,"3 Lê Quý Đôn, P.7, Q.3, Thành phố Hồ Chí Minh Việt Nam",+84 93 807 01 08,Đang mở cửa: 07:00 SA - 11:45 CH,"4,5","Kiểu Á, Kiểu Việt","Kiểu Á, Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối"
BBQ Plan-K,"14A5 Thảo Điền Phường Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3519 0171,,"4,0","Kiểu Mỹ, Kiểu Âu, Kiểu Argentina","Kiểu Mỹ, Kiểu Âu, Kiểu Argentina"
Le Financier Lounge,"Lối vào hướng ra đường Cây Điệp Entrance is facing Cay Diep street, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 337 330 165,Đang đóng cửa:  Xem tất cả giờ,"5,0",47.619 ₫ - 357.143 ₫,"47.619 ₫ - 357.143 ₫, Kiểu Việt, Kiểu Pháp, Nhà hàng bít tết, Hải sản, Kiểu Nga, Bữa trưa, Bữa tối, Đêm muộn, Đồ uống"
Hồ Tây,"20B Trần Cao Vân Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 91 668 31 23,,"4,5",Kiểu Việt,Kiểu Việt
MAD CORNER,"386/12 Lê Văn Sỹ Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 91 841 48 83,Đang đóng cửa:  Xem tất cả giờ,"5,0",3 ₫ - 20 ₫,"3 ₫ - 20 ₫, Kiểu Mỹ, Nhà hàng bán bia, Cửa hàng thức ăn ngon, Quán rượu, Kiểu Bữa tối, Kiểu Mỹ bản xứ, Bữa tối, Đêm muộn, Đồ uống"
"Soumaki - Be Healthy, Eat Yummy","42 Lý Tự Trọng, phường Bến Nghé, quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 98 193 81 86,Đang đóng cửa:  Xem tất cả giờ,"5,0","Đồ ăn nhanh, Tốt cho sức khỏe","Đồ ăn nhanh, Tốt cho sức khỏe, Bữa trưa, Bữa tối"
Bombay Indian Restaurant,"35 Dong Du Street, Thành phố Hồ Chí Minh Việt Nam",,,"4,0",119.048 ₫ - 238.095 ₫,"119.048 ₫ - 238.095 ₫, Kiểu Ấn Độ, Kiểu Á, Phù hợp với người ăn chay, Tùy chọn ăn chay, Thịt kiểu Hồi giáo"
Baoz Dimsum,"88 86, Nguyen Tri Phuong Street Ward 7, District 5, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3923 1480,Đang mở cửa: 06:30 SA - 2:00 CH4:00 CH - 11:00 CH,"3,5",238.095 ₫ - 357.143 ₫,"238.095 ₫ - 357.143 ₫, Kiểu Trung Quốc, Kiểu Á, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi"
Tandoor,"39A-39B Ngô Đức Kế Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3930 4839,Đang đóng cửa:  Xem tất cả giờ,"4,0",166.667 ₫ - 595.238 ₫,"166.667 ₫ - 595.238 ₫, Kiểu Ấn Độ, Phù hợp với người ăn chay, Tùy chọn ăn chay, Thịt kiểu Hồi giáo, Tùy chọn đồ ăn không có gluten"
Ẩm Thực Thố,"133 Đường 18 Hiệp Bình Chánh, Thủ Đức, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 90 955 16 51,,"5,0",Kiểu Việt,Kiểu Việt
Quán Oc Khanh,"5 25, Nguyen Binh Khiem, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3822 0555,,"4,5","Hải sản, Kiểu Việt","Hải sản, Kiểu Việt"
La Haye Kitchen & Bar,"19 Trần Ngọc Diện Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 88 840 66 77,Đang đóng cửa:  Xem tất cả giờ,"5,0",25.000 ₫ - 250.000 ₫,"25.000 ₫ - 250.000 ₫, Kiểu Pháp, Kiểu Nhật, Món kết hợp, Bữa trưa, Bữa tối"
Sushi Hokkaido Sachi Saigon Centre,"65 Le Loi Street Ben Nghe Ward, District 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 8 3821 8944,,"3,5","Kiểu Nhật, Hải sản, Sushi, Kiểu Á","Kiểu Nhật, Hải sản, Sushi, Kiểu Á, Phù hợp với người ăn chay, Bữa tối, Bữa nửa buổi, Bữa trưa"
Edwards Bistro,"D01-09 Hoang Anh Gia Lai 3 Nguyen Huu Tho, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 2241 9100,Đang mở cửa: 08:00 SA - 10:00 CH,"4,5","Kiểu Việt, Pizza, Kiểu Á, Kiểu Anh","Kiểu Việt, Pizza, Kiểu Á, Kiểu Anh, Bữa tối, Bữa sáng, Bữa trưa, Cửa hàng bán thức ăn mang về, Giao hàng, Chỗ ngồi, Dịch vụ bàn"
Kabin,"8-15 Ton Duc Thang Street, District 1 Renaissance Riverside Hotel Saigon, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 28 3822 0033,Đang đóng cửa:  Xem tất cả giờ,"5,0",380.952 ₫ - 2.380.952 ₫,"380.952 ₫ - 2.380.952 ₫, Kiểu Trung Quốc, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten"
The Indian House (Kitchen and Bar),"2nd Floor, 42 Nguyen Hue District 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 98 515 70 15,Đang đóng cửa:  Xem tất cả giờ,"5,0",119.048 ₫ - 2.380.952 ₫,"119.048 ₫ - 2.380.952 ₫, Kiểu Ấn Độ, Quầy bar, Đồ nướng, Kiểu Á, Thịt nướng, Quán rượu, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống"
Sông - Seafood & Grill,"Số 39, Đường 38 Khu Phố 1, Phường Bình An, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam",0796388989,Đang đóng cửa:  Xem tất cả giờ,"5,0",30.000 ₫ - 5.000.000 ₫,"30.000 ₫ - 5.000.000 ₫, Cửa hàng thức ăn ngon, Kiểu Việt, Hải sản, Quốc tế, Đồ nướng, Bữa trưa, Bữa tối, Đồ uống"
Cafe Terrace,"65 Lê Lợi, Quận 01 Phường Bến Nghé, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3821 2369,Đang mở cửa: 07:00 SA - 10:00 CH,"3,5","Kiểu Á, Kiểu Việt, Cà phê","Kiểu Á, Kiểu Việt, Cà phê, Bữa trưa, Đồ uống, Ngồi ngoài trời, Chỗ ngồi, Phục vụ đồ uống có cồn, Wifi miễn phí, Dịch vụ bàn"
Pasta Fresca Lê Thánh Tôn,"Lầu 4, 13/1 Lê Thánh Tôn Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 166 553 5307,Đang đóng cửa:  Xem tất cả giờ,"4,5",100 ₫ - 300 ₫,"100 ₫ - 300 ₫, Kiểu Ý, Bữa trưa, Bữa tối, Đồ uống"
Dasis Tea & Coffee House,"180, Nam Kì Khởi Nghĩa, Phường 6, Quận 3, TPHCM 180, Nam Kì Khởi Nghĩa, Phường 6, Quận 3, TPHCM, Thành phố Hồ Chí Minh 70000 Việt Nam",8454041091,Đang mở cửa: 07:00 SA - 10:00 CH,"4,5","Kiểu Á, Kiểu Hàn Quốc","Kiểu Á, Kiểu Hàn Quốc, Bữa sáng, Bữa trưa, Bữa tối, Cửa hàng bán thức ăn mang về, Chỗ ngồi, Bãi đỗ xe tập trung miễn phí, Chấp nhận thẻ Mastercard, Chấp nhận thẻ Visa, Thanh toán điện tử, Chỉ chấp nhận tiền mặt, Wifi miễn phí, Chấp nhận thẻ tín dụng"
Tapas Kitchen,"19 Công trường Lam Sơn Khách sạn Caravelle, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 90 690 05 23,,"4,0",Kiểu Tây Ban Nha,Kiểu Tây Ban Nha
LOOP 1 - Cocktail Bar & Kitchen,"1st Floor, 39 Ly Tu Trong, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 79 452 7594,Đang đóng cửa:  Xem tất cả giờ,"5,0","Kiểu Ý, Quầy bar, Hải sản, Quán rượu, Quán bar phục vụ đồ ăn","Kiểu Ý, Quầy bar, Hải sản, Quán rượu, Quán bar phục vụ đồ ăn, Bữa tối, Đêm muộn, Đồ uống, Đặt chỗ, Ngồi ngoài trời, Chỗ ngồi, Có bãi đỗ xe, Phục vụ đồ uống có cồn, Quầy bar đầy đủ, Rượu và bia, Chấp nhận thẻ American Express, Chấp nhận thẻ Mastercard, Chấp nhận thẻ Visa, Thanh toán điện tử, Wifi miễn phí, Chấp nhận thẻ Discover, Chấp nhận thẻ tín dụng, Dịch vụ bàn, Nhạc sống, Quán bar có nhạc jazz"
Mantra Vegetarian,"Chung cư Nam Phúc 80 đường C, khu căn hộ Nam Phúc-Le Jardin, phường Tân Phú, quận 7 Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 96 146 80 50,Đang mở cửa: 07:00 SA - 9:00 CH,"5,0","Kiểu Trung Quốc, Cà phê, Kiểu Á, Bản địa","Kiểu Trung Quốc, Cà phê, Kiểu Á, Bản địa, Bữa sáng, Bữa trưa, Bữa tối"
Kebabs and Wraps,"94 Xuân Thủy Thảo Điền, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 91 839 30 08,Đang đóng cửa:  Xem tất cả giờ,"5,0",25 ₫ - 300 ₫,"25 ₫ - 300 ₫, Kiểu Li băng, Kiểu Địa Trung Hải, Kiểu Thổ Nhĩ Kỳ, Kiểu Trung Đông, Kiểu Ả Rập, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn"
Phở Kim Hưng 3,"25 Thủ Khoa Huân Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 8 3939 0055,Đang mở cửa: 07:00 SA - 11:00 CH,"5,0",50.000 ₫ - 85.000 ₫,"50.000 ₫ - 85.000 ₫, Kiểu Á, Kiểu Việt, Tốt cho sức khỏe, Súp, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống"
Shiba Sushi,"281 Phan Xích Long, Phường 2, Quận Phú Nhuận, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 93 486 21 94,Mở cửa sau 40 phút nữa:  Xem tất cả giờ,"5,0","Kiểu Nhật, Quán phục vụ đồ ngọt Nhật Bản, Phong cách ẩm thực Fusion Nhật Bản","Kiểu Nhật, Quán phục vụ đồ ngọt Nhật Bản, Phong cách ẩm thực Fusion Nhật Bản, Bữa sáng, Bữa trưa, Bữa tối, Đồ uống, Giao hàng, Đặt chỗ, Ngồi ngoài trời, Ăn tối phòng riêng, Chỗ ngồi, Có bãi đỗ xe, Bãi đỗ xe đường phố, Đỗ xe có người coi, Phục vụ đồ uống có cồn, Quầy bar đầy đủ, Rượu và bia, Chấp nhận thẻ Mastercard, Chấp nhận thẻ Visa, Wifi miễn phí, Chấp nhận thẻ Discover, Chấp nhận thẻ tín dụng, Dịch vụ bàn, Quán bar có nhạc jazz, Dịch vụ mua hàng trực tiếp trên xe, Phong cách gia đình, Nhà hàng không hút thuốc, Có thẻ quà tặng"
Mojo Boutique Coffee,"129 Nguyễn Huệ, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 896 889 556,Đang mở cửa: 07:30 SA - 10:30 CH,"5,0",Kiểu Anh,"Kiểu Anh, Bữa sáng, Bữa trưa, Bữa tối"
Kabin,"8-15 Ton Duc Thang Street, District 1 Renaissance Riverside Hotel Saigon, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 28 3822 0033,Đang đóng cửa:  Xem tất cả giờ,"5,0",380.952 ₫ - 2.380.952 ₫,"380.952 ₫ - 2.380.952 ₫, Kiểu Trung Quốc, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten"
Pao Cafe,"158 Bui Vien, Thành phố Hồ Chí Minh District 1 Việt Nam",+84 8 6295 8840,,"4,0",47.619 ₫ - 119.048 ₫,"47.619 ₫ - 119.048 ₫, Kiểu Á, Kiểu Việt, Bữa trưa, Bữa tối"
Hanabi Japanese Cuisine,"18 Đường 41 Phường Thảo Điền, Quận 2, Thành phố Hồ Chí Minh Việt Nam",+84 93 111 50 88,Đang đóng cửa:  Xem tất cả giờ,"5,0",Kiểu Nhật,"Kiểu Nhật, Bữa tối, Dịch vụ bàn, Đặt chỗ, Ăn tối phòng riêng, Phục vụ đồ uống có cồn, Rượu và bia, Wifi miễn phí"
E:T Lounge,"Tầng 1, 151/9 Đồng Khởi Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 8 2577 9939,Đang đóng cửa:  Xem tất cả giờ,"5,0",Bữa tối,Bữa tối
Quán Ốc 379,"379 Vĩnh Viễn Phường 5, Quận 10, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 93 317 91 39,Đang đóng cửa:  Xem tất cả giờ,"5,0",1.428.571.392 ₫ - 2.147.483.647 ₫,"1.428.571.392 ₫ - 2.147.483.647 ₫, Đồ nướng, Kiểu Á, Kiểu Việt, Tốt cho sức khỏe, Thức ăn đường phố, Bữa trưa, Bữa tối"
Popeyes - Maximark Cong Hoa,"15 Cong Hoa District Tan Binh, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3948 3238,Đang đóng cửa:  Xem tất cả giờ,"4,0","Đồ ăn nhanh, Cajun & Creole","Đồ ăn nhanh, Cajun & Creole, Bữa trưa, Bữa tối, Chỗ ngồi"
Le Financier Lounge,"Lối vào hướng ra đường Cây Điệp Entrance is facing Cay Diep street, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 337 330 165,Đang đóng cửa:  Xem tất cả giờ,"5,0",47.619 ₫ - 357.143 ₫,"47.619 ₫ - 357.143 ₫, Kiểu Việt, Kiểu Pháp, Nhà hàng bít tết, Hải sản, Kiểu Nga, Bữa trưa, Bữa tối, Đêm muộn, Đồ uống"
Cơm Gà Đông Nguyên,"801 Nguyễn Trãi, P. 14, Q. 5, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 90 998 80 03,Mở cửa sau 39 phút nữa:  Xem tất cả giờ,"4,0",71.429 ₫ - 190.476 ₫,"71.429 ₫ - 190.476 ₫, Kiểu Trung Quốc, Kiểu Á, Bữa trưa, Bữa tối, Bữa sáng"
Nhà Hàng Quán Ốc A Sòi,"237-239 Nguyễn Thượng Hiền, Phường 4, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",,,"5,0",Hải sản,Hải sản
Nhà hàng saiko sushi,"104 - 104B Hai Bà Trưng Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh 710700 Việt Nam",+84 28 3822 0123,Đang đóng cửa:  Xem tất cả giờ,"4,0",119.048 ₫ - 1.190.476 ₫,"119.048 ₫ - 1.190.476 ₫, Kiểu Nhật, Sushi, Kiểu Á, Hải sản, Món kết hợp, Tốt cho sức khỏe, Bữa trưa, Bữa tối, Đồ uống"
Kyushu Udon Hitoyoshi,"28 Ter Mạc Đỉnh Chi Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 93 862 74 40,,"4,5",Kiểu Nhật,Kiểu Nhật
Phở 32,"32 Lê Thị Riêng, Bến Thành, Q.1, Thành phố Hồ Chí Minh 70000 Việt Nam",,,"5,0",Kiểu Việt,Kiểu Việt
Elgin,"27 Mạc Đĩnh Chi, Đakao Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 28 3535 2957,Đang đóng cửa:  Xem tất cả giờ,"5,0","Quốc tế, Đương đại, Món kết hợp","Quốc tế, Đương đại, Món kết hợp, Bữa tối, Đêm muộn, Đồ uống, Đặt chỗ, Chỗ ngồi, Có bãi đỗ xe, Bãi đỗ xe tập trung miễn phí, Phục vụ đồ uống có cồn, Rượu và bia, Chấp nhận thẻ American Express, Chấp nhận thẻ Mastercard, Chấp nhận thẻ Visa, Thanh toán điện tử, Wifi miễn phí, Chấp nhận thẻ Discover, Chấp nhận thẻ tín dụng, Dịch vụ bàn, Nhà hàng không hút thuốc"
Hải Sản Rạn Biển,"25 Kỳ Đồng Phường 9, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3931 5023,Mở cửa sau 39 phút nữa:  Xem tất cả giờ,"3,5","Hải sản, Kiểu Á, Kiểu Việt","Hải sản, Kiểu Á, Kiểu Việt, Bữa trưa, Bữa tối, Đặt chỗ, Chỗ ngồi, Dịch vụ bàn"
Yakiniku Tasaki,"12B Ngo Van Nam, Ben Nghe, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3824 2179,,"4,0",Đặt chỗ,Đặt chỗ
Sol Kitchen & Bar District 7,"514B Huỳnh Tấn Phát, Bình Thuận, Quận 7, Thành phố Hồ Chí Minh Việt Nam",+84 799 976 760,,"4,5","Quầy bar, Kiểu Địa Trung Hải, Kiểu Á, Thịt nướng, Đương đại, Quán rượu","Quầy bar, Kiểu Địa Trung Hải, Kiểu Á, Thịt nướng, Đương đại, Quán rượu"
