id,name,phone,timeOpen,ratingAverage,details,Address,Longitude,Latitude
368,Chilli - Lẩu Nướng Tự Chọn,+84 90 293 56 67,Đang mở cửa: 4:00 CH - 10:00 CH,4.5,Bữa tối,"24 Nguyễn Thái Bình Cách Chợ Bến Thành 5 phút đi bộ, gần ngã tư Hàm Nghi và Nam Kỳ Khởi Nghĩa., Thành phố Hồ Chí Minh Việt Nam",106.6980208,10.7725168
369,ChinChin Bar,+84 93 448 48 67,,4.5,"Quầy bar, Quầy rượu vang, Bữa tối, Đêm muộn, Đồ uống","72 Nguyen Dinh Chieu P. Đa Kao, Q.1, Thành phố Hồ Chí Minh 70000 Việt Nam",106.6992061,10.7883655
370,Chi's Cafe,+84 90 364 34 46,Đang mở cửa: 07:00 SA - 10:00 CH,4.5,"Kiểu Á, Kiểu Thái, Kiểu Việt, Phù hợp với người ăn chay, Tùy chọn ăn chay, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn","3 - 5 Sương Nguyệt Ánh, Q.1 Khách sạn Fusion Suites Saigon, Thành phố Hồ Chí Minh Việt Nam",106.689922,10.77265
371,Chit Chat at the Café,+84 28 3839 7777,Đang mở cửa: 06:30 SA - 10:30 CH,4.5,"Quốc tế, Phù hợp với người ăn chay, Bữa trưa, Bữa tối, Bữa nửa buổi","80E Xuân Thủy Thảo Điền, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7337918,10.8033542
372,Chiyoda Sushi,+84 28 3535 8499,Đang mở cửa: 11:00 SA - 11:00 CH,4.5,"Kiểu Nhật, Sushi, Hải sản, Kiểu Á, Tốt cho sức khỏe, Tùy chọn đồ ăn không có gluten, Phù hợp với người ăn chay, Tùy chọn ăn chay","7A Thái Văn Lung, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh Việt Nam",106.7061533,10.7778103
373,Chooki Bbq & Hot Pot,Chưa xác thực,,4.5,"Kiểu Nhật, Đồ nướng","41 Lê Thị Riêng, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",106.691654,10.7712179
374,Chuck's Burgers,+84 90 211 95 30,Đang mở cửa: 10:00 SA - 10:00 CH,4.5,"Kiểu Mỹ, Quầy bar, Đồ ăn nhanh, Kiểu Bữa tối, Bữa trưa, Bữa tối","346 Trường Sa, Phường 2, Phú Nhuận, Thành phố Hồ Chí Minh 70000 Việt Nam",106.6903278,10.7961977
375,Ciao Bella District 1,+84 28 3822 3329,Đang mở cửa: 07:30 SA - 11:00 CH,4.5,"Kiểu Ý, Pizza, Kiểu Địa Trung Hải, Kiểu Âu, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten, Bữa trưa, Bữa tối, Đêm muộn","39 Dong Du, Ben Nghe, District 1, Thành phố Hồ Chí Minh 71000 Việt Nam",106.7046979,10.775855
376,Ciao Bella Thao Dien,+84 28 3744 4369,,4.0,"Kiểu Ý, Bữa trưa, Bữa tối","49 Nguyễn Đăng Giai, P. Thảo Điền Phường Thảo Điền, Thành phố Hồ Chí Minh 70000 Việt Nam",106.737159,10.8023673
377,CIAO CAFE,+84 8 3823 1130,Đang mở cửa: 07:00 SA - 12:00 SA,3.5,"Cà phê, Kiểu Á, Kiểu Việt, Quốc tế, Phù hợp với người ăn chay, Bữa sáng, Bữa trưa, Bữa tối, Đêm muộn, Đồ uống","26/1 Lê Thánh Tôn Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7039994,10.7802795
378,Ciao! Vo Dep,+(84)62991388,,3.5,"Kiểu Ý, Kiểu Mỹ, Kiểu Âu, Kiểu Á, Bữa tối, Bữa trưa, Chỗ ngồi, Đặt chỗ, Dịch vụ bàn","88 Song Hành Lô L1-01,02, Estella Place, An Phú, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7484399,10.8018374
379,Cine Cafe,Chưa xác thực,Đang mở cửa: 08:00 SA - 9:30 CH,5.0,"Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối","294 Bạch Đằng, P14, Bình Thạnh, Thành phố Hồ Chí Minh 704000 Việt Nam",106.7010151,10.8038585
380,City Beer Station HCMC,+84 90 669 21 27,,5.0,Quầy rượu vang,"39 Trương Định Phường 6, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",106.69083,10.7764849
381,Climb - Hidden Cocktails Bar,+84 97 300 50 60,Đang mở cửa: 5:00 CH - 12:00 SA,5.0,"Quầy bar, Kiểu Âu, Cửa hàng thức ăn ngon, Quán rượu, Kiểu Bữa tối, Quán bar phục vụ đồ ăn, Bữa tối, Đêm muộn, Đồ uống","52 Nguyễn An Ninh, P. Bến Thành, Q.1, Thành phố Hồ Chí Minh 70000 Việt Nam",106.6965344,10.7716622
382,Cloud 9 Rooftop Lounge,+84 98 316 05 21,Đang mở cửa: 3:00 CH - 12:00 SA,4.0,"Món kết hợp, Bữa trưa, Bữa tối","371 Vĩnh Viễn Phường 5, Quận 10, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6657171,10.7630987
383,Co Ngu Restaurant,+84 8 3827 5702,,3.5,"Kiểu Việt, Kiểu Á, Bữa tối, Đặt chỗ, Chỗ ngồi, Dịch vụ bàn","15a6 Le Thanh Ton St. District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",106.705373,10.78115
384,Cô Nguyễn Kitchen,+84 394181186,Đang mở cửa: 07:00 SA - 10:00 CH,4.5,"Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay","De Tham 86, Quan 1, Thành phố Hồ Chí Minh 84000 Việt Nam",106.6955374,10.7642094
385,Co Noi Restaurant,+84 28 3823 5815,,4.5,"Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay, Bữa tối, Bữa trưa","41 Huỳnh Tịnh Của Phường 19, Quận Bình Thạnh, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7104322,10.7915914
386,Co Tam,Chưa xác thực,,4.0,"Kiểu Việt, Đặt chỗ","No.22, P Street, The Panorama Area, Dist.7, Thành phố Hồ Chí Minh 700000 Việt Nam",106.714025,10.721824
387,Co Tam Kitchen,+84 28 3821 0889,Đang mở cửa: 10:00 SA - 11:00 CH,4.0,"Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay, Bữa trưa, Bữa tối","144/1 Pasteur Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7009708,10.7751607
388,Co Tranh Restaurant,+84 8 6295 8693,Đang mở cửa: 10:00 SA - 11:00 CH,4.5,"Đồ nướng, Kiểu Á, Kiểu Việt, Kiểu Bữa tối, Phù hợp với người ăn chay, Bữa tối, Bữa trưa","17 Trần Quốc Toản Phường 8, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6893163,10.7886725
389,Coca express in Parkson,Chưa xác thực,,4.0,Món kết hợp,"1Bis Nguyễn Thị Minh Khai Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7001764,10.785116
390,Cochee Coffee and Cheesy Foods,+84 90 690 76 10,Đang mở cửa: 08:00 SA - 10:00 CH,4.5,"Kiểu Mexico, Kiểu Tây nam, Kiểu Á, Kiểu Ý, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống","35 Lý Tự Trọng Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7023758,10.7792948
391,Coco 5,+84 91 733 23 45,,3.5,"Kiểu Á, Kiểu Thái, Kiểu Việt, Bữa tối, Bữa trưa, Bữa nửa buổi, Chỗ ngồi","103A Phạm Ngũ Lão Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6959841,10.7696183
392,Cocorico,+84 28 6292 0606,Đang mở cửa: 10:00 SA - 10:00 CH,3.5,"Món kết hợp, Bữa tối, Bữa trưa","325 Võ Văn Tần, P.5, Q.3, Thành phố Hồ Chí Minh Việt Nam",106.6856471,10.7713622
393,Cocotte,+84 90 291 12 27,Đang mở cửa: 11:00 SA - 9:30 CH,4.5,"Kiểu Pháp, Quầy rượu vang, Kiểu Âu, Phù hợp với người ăn chay","211 Ter Dien Bien Phu ST, Thành phố Hồ Chí Minh 70000 Việt Nam",106.7009779,10.7737592
394,Cocotte - Thao Dien,+84 28 3620 5808,Đang mở cửa: 11:00 SA - 11:00 CH,4.0,"Kiểu Pháp, Kiểu Âu, Quầy rượu vang, Bữa trưa, Bữa tối","115B Đường Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh Việt Nam",106.688044,10.762571
395,Cocotte Da Kao,+84 28 3911 0668,Đang mở cửa: 11:00 SA - 11:00 CH,4.5,"Kiểu Pháp, Bữa trưa, Bữa tối","R1 - 25 Hung Phuoc 4, Pham Van Nghi, P. Tan Phong, Q. 7, Thành phố Hồ Chí Minh District 7 Việt Nam",106.7076773,10.729629
396,Coffee 199,+84 93 884 45 11,Đang mở cửa: 07:00 SA - 9:00 CH,4.0,"Kiểu Mỹ, Kiểu Việt, Đồ uống, Bữa sáng, Bữa trưa, Bữa tối","59 Mac Dinh Chi Street District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",106.6966003,10.78717
397,Cơm Chay Mani,+84 8 3504 0825,Đang mở cửa: 07:00 SA - 2:00 CH4:00 CH - 9:00 CH,4.5,"Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten","16 Le Quy Đon Quan 3, Thành phố Hồ Chí Minh Việt Nam",106.6911473,10.7813281
398,Cơm Chay Thanh Lương,+84 28 3855 2286,Đang mở cửa: 12:00 SA - 11:59 CH,5.0,"Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối","293 Điện Biên Phủ, Phường 7, Quận 3, Thành phố Hồ Chí Minh Việt Nam",106.6852028,10.7779253
399,Com Dong Nhan,Chưa xác thực,,4.0,"Kiểu Á, Bữa trưa","158/9 Nguyễn Công Trứ, Q.1, Thành phố Hồ Chí Minh 70000 Việt Nam",106.701138,10.769013
400,Cơm Gà Bà Ngân - Hội An Chính Gốc,+84 92 468 18 68,Đang mở cửa: 09:00 SA - 10:00 CH,5.0,"Kiểu Đông Âu, Kiểu Armenia, Bữa sáng, Bữa trưa, Bữa tối","115 Le Thanh Ton,Dist 1 HCMC 115 Le Thanh Ton, Thành phố Hồ Chí Minh 70000 Việt Nam",106.7000553,10.7749171
401,Cơm Gà Đông Nguyên,+84 90 998 80 03,Đang mở cửa: 09:00 SA - 8:30 CH,4.0,"Kiểu Trung Quốc, Kiểu Á, Bữa trưa, Bữa tối, Bữa sáng","5A Nguyễn Siêu, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",106.7045216,10.777571
402,Com GA Hai Nam,+84 8 3914 4434,Đang mở cửa: 06:00 SA - 11:00 CH,4.0,"Kiểu Á, Bữa sáng, Bữa trưa, Bữa tối","4 My Phu 2c Tan Phu, Thành phố Hồ Chí Minh Việt Nam",106.7274742,10.7182639
403,Cơm Gà Hải Nam,+84 93 338 53 68,,4.0,Kiểu Trung Quốc,"950 Nguyễn Văn Linh Tân Phong, Quận 7, Thành phố Hồ Chí Minh Việt Nam",106.700243,10.729419
404,Cơm Gà Xối Mỡ Su Su,Chưa xác thực,,5.0,"Kiểu Trung Quốc, Kiểu Á, Thịt nướng, Kiểu Việt, Kiểu Singapore","37 Dong Du, P. Ben Nghe, Q1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.704707,10.775891
405,Cơm Niêu Sài Gòn,+84 8 3932 6388,Đang mở cửa: 07:00 SA - 10:30 CH,3.5,"Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten, Bữa nửa buổi, Bữa trưa, Bữa tối, Đồ uống","47 - 49 Vĩnh Hội, Phường 4, Quận 4, Thành phố Hồ Chí Minh 700000 Việt Nam",106.703466,10.756223
406,Cơm Niêu Thiên Lý,+84 97 878 55 00,,5.0,Cửa hàng thức ăn ngon,"10 Kỳ Đồng Phường 9, Quận 3, Thành phố Hồ Chí Minh 70000 Việt Nam",106.6826716,10.7841776
407,Cơm quê Mười Khó,+84 90 120 27 27,,4.0,Kiểu Việt,"L2 - 79 Pasteur Bến Nghé, quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6998972,10.776782
408,Cơm Tấm Ba Ghiền,+84 8 3846 1073,,4.5,"Kiểu Việt, Đồ nướng, Kiểu Á, Bữa trưa, Bữa tối, Bữa nửa buổi, Cửa hàng bán thức ăn mang về, Chỗ ngồi, Lối vào ra cho xe lăn, Dịch vụ bàn","351 Nguyễn Thượng Hiền, Q.3, Thành phố Hồ Chí Minh 70000 Việt Nam",106.6821212,10.7767036
409,Com Tam Ba Son,+84 8 5413 3122,Đang mở cửa: 06:00 SA - 9:00 CH,4.0,"Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối, Đặt chỗ","168 Nguyễn Hữu Thọ, P. Phước Kiểng, Nhà Bè, Thành phố Hồ Chí Minh 70000 Việt Nam",106.7022109,10.7183366
410,Cơm tấm Bãi Rác,Chưa xác thực,Đang mở cửa: 6:00 CH - 01:00 SA,4.5,Bữa tối,"219 Điện Biên Phủ Phường 6, Quận 3, Thành phố Hồ Chí Minh Việt Nam",106.6915734,10.783868
411,Cơm Tấm Đỗ Phủ,+84 93 818 89 61,,4.5,Kiểu Việt,"13 Hồ Xuân Hương Phường 6, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6888326,10.7777225
412,Cơm Tấm Mộc,+84 28 3824 8561,Đang mở cửa: 10:00 SA - 10:00 CH,3.5,"Kiểu Á, Kiểu Việt, Bữa trưa, Bữa tối, Đồ uống, Cửa hàng bán thức ăn mang về, Chỗ ngồi, Phục vụ đồ uống có cồn, Dịch vụ bàn","117 Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6898823,10.765391
413,Com Tam Nguyen Van Cu,+84 8 3923 7350,,4.0,"Kiểu Á, Đồ nướng, Kiểu Việt, Bữa sáng, Bữa trưa, Cửa hàng bán thức ăn mang về","06 Đường Số 10 Hiệp Bình Chánh, Thủ Đức, Thành phố Hồ Chí Minh 700000 Việt Nam",106.725528,10.8405405
414,Cơm Tấm Thuận Kiều,Chưa xác thực,,3.5,Kiểu Việt,"33 Nguyen Thi Minh Khai, Ben Nghe Ward, District 1 33 Nguyễn Thị Minh Khai. P. Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",106.7036649,10.7721181
415,Cơm Xíu,+84 28 3925 2648,Đang mở cửa: 11:00 SA - 9:30 CH,4.5,"Kiểu Trung Quốc, Kiểu Á, Bữa trưa, Bữa tối","6 Tống Hữu Định P. Thảo Điền, Q.2, Thành phố Hồ Chí Minh Việt Nam",106.7322375,10.8054953
416,Con Bo Map,Chưa xác thực,,4.5,"Kiểu Mỹ, Cà phê, Đồ ăn nhanh, Kiểu Anh, Bữa trưa, Bữa tối, Bữa nửa buổi","66 Lê Lợi Boulevard Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",106.7001354,10.7738207
417,Con Bò Mập (The Fat Cow),+84 93 207 12 02,Đang mở cửa: 10:00 SA - 12:00 SA,4.0,"Kiểu Mỹ, Đồ ăn nhanh, Quốc tế, Bữa sáng, Bữa trưa, Bữa tối, Giao hàng, Cửa hàng bán thức ăn mang về, Chỗ ngồi","88 Bùi Viện Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",106.693141,10.7671759
418,Con Gà Trống,+84 90 399 99 69,,5.0,"Kiểu Á, Kiểu Campuchia","39 Võ Trường Toản An Phu, Thành phố Hồ Chí Minh 70000 Việt Nam",106.7466214,10.8057402
419,Con Gà Trống Garden,+84 90 399 99 69,,3.5,"Kiểu Á, Kiểu Việt, Bữa tối, Bữa trưa","88/3 De Tham street, District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",106.695601,10.7644559
420,Con Ốc Quán,+84 90 383 93 93,Đang mở cửa: 09:00 SA - 10:00 CH,4.5,"Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối, Giao hàng, Cửa hàng bán thức ăn mang về, Đặt chỗ, Chỗ ngồi, Chỉ chấp nhận tiền mặt, Wifi miễn phí","56 Hồng Hà Phường 2, Tân Bình, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6681243,10.8131631
421,Confidant Restaurant & Bar,+84 28 5410 7822,,4.5,"Quốc tế, Đặt chỗ","147 Bùi Viện Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6917417,10.7663113
422,Cộng Cà Phê - Hoàng Việt,+84 91 181 11 64,,4.5,Cà phê,"171 Calmette, Thành phố Hồ Chí Minh 70000 Việt Nam",106.6977749,10.7696207
423,Conservo - Japanese Breads & Cafe,+84 28 7308 8801,Đang mở cửa: 07:30 SA - 9:00 CH,4.5,"Kiểu Nhật, Món kết hợp, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống","88 Song Hành Estella Place, An Phú, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7484399,10.8018374
424,Continental Palace Restaurant,+84 8 3829 9201,,4.0,"Kiểu Á, Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối, Đặt chỗ, Chỗ ngồi, Lối vào ra cho xe lăn, Phục vụ đồ uống có cồn, Dịch vụ bàn","68 Rue Tan Da, ward 11, district 5,, Thành phố Hồ Chí Minh 70000 Việt Nam",106.664279,10.7529056
425,Cordon Blue,+84 8 3822 5216,,3.5,"Kiểu Pháp, Kiểu Âu, Bữa trưa, Bữa tối, Đặt chỗ, Chỗ ngồi, Dịch vụ bàn","366 Phan Văn Trị Trung Tâm Thương Mại EMart, Phường 5, Quận Gò Vấp, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6907544,10.82514
426,Coriander Thai Cuisine,84.8.8371311,,3.5,"Kiểu Á, Kiểu Thái, Phù hợp với người ăn chay, Bữa tối, Bữa trưa, Đêm muộn","293E Phan Xích Long 76B/1 Số cũ, P.2, Q.Phú Nhuận, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6848415,10.7996915
427,Cork & Fork Paris Bánh Crêpes,+84 165 686 5091,,5.0,"Kiểu Pháp, Kiểu Âu, Quầy rượu vang, Bữa trưa, Bữa tối, Đồ uống, Đêm muộn, Chỗ ngồi, Cửa hàng bán thức ăn mang về, Đặt chỗ, Lối vào ra cho xe lăn, Phục vụ đồ uống có cồn, Wifi miễn phí, Chấp nhận thẻ tín dụng, Quầy bar đầy đủ, Dịch vụ bà","73 Ba Huyen Thanh Quan Phuong 6, Quan 3, Thành phố Hồ Chí Minh 70000 Việt Nam",106.6880956,10.7768697
428,Corked Tales - The Cocktail Bar,+84 90 457 77 49,Đang mở cửa: 10:00 SA - 01:00 SA,5.0,"Kiểu Âu, Món kết hợp, Kiểu Trung Âu, Đêm muộn, Đồ uống","200B Nguyễn Thị Minh Khai Phường 6, Quận 3, Thành phố Hồ Chí Minh 71053 Việt Nam",106.6905809,10.7755598
429,Corner Sky Bar,+84 126 235 0130,Đang mở cửa: 12:00 SA - 11:59 CH,4.0,"Pizza, Bữa tối, Đêm muộn, Đồ uống, Bữa sáng, Bữa trưa, Bữa nửa buổi","283/45 Phạm Ngũ Lão Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.690858,10.767074
430,Corso Steakhouse & Bar,+84 28 3829 5368,Đang mở cửa: 06:00 SA - 11:00 CH,4.5,"Kiểu Mỹ, Nhà hàng bít tết, Quốc tế, Bữa tối, Bữa sáng, Bữa trưa, Bữa nửa buổi, Chỗ ngồi, Đặt chỗ, Lối vào ra cho xe lăn, Phục vụ đồ uống có cồn, Dịch vụ bàn","21 Nguyen Dinh Chieu, Thành phố Hồ Chí Minh 70000 Việt Nam",106.679597,10.7666596
431,Cos Barbershop,+84 93 168 41 01,,4.5,Cửa hàng thức ăn ngon,"15A/32 Lê Thánh Tôn Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7033924,10.77925
432,Cosigon Restaurant Cafe Lounge,+84 8 6672 5678,Đang đóng cửa:  Xem tất cả giờ,4.5,"Hải sản, Đồ ăn nhanh, Kiểu Á, Kiểu Việt, Bữa tối, Bữa sáng, Bữa trưa, Đêm muộn, Chỗ ngồi, Đặt chỗ, Dịch vụ bàn","104 Nguyễn Du Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6979189,10.7771262
433,Côte d'Azur,+84 8 3911 5473,Đang mở cửa: 11:00 SA - 2:00 CH5:00 CH - 10:00 CH,4.5,"Kiểu Pháp, Kiểu Âu, Bữa trưa, Bữa tối","175/3 Phạm Ngũ Lão Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",106.694335,10.768691
434,Country Houses Cafe,+84 8 3921 2350,,4.0,Món kết hợp,"31 Bui Vien, Thành phố Hồ Chí Minh 70000 Việt Nam",106.6902956,10.7661663
435,Cow Express,+84 28 3862 4656,Đang mở cửa: 08:00 SA - 10:00 CH,4.5,"Kiểu Mỹ, Bữa sáng, Bữa trưa, Bữa tối","31 Thảo Điền, P.Thảo Điền, Q.2, Thành phố Hồ Chí Minh Việt Nam",106.7369461,10.8042804
436,Cowboy Steakhouse & Grill,+84 98 181 90 49,Đang mở cửa: 10:00 SA - 2:00 CH5:00 CH - 9:30 CH,4.5,"Nhà hàng bít tết, Bữa sáng, Bữa trưa, Bữa tối","177 Ly Tu Trong Street, District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",106.6963066,10.7731737
437,Crab - Grill and Draught Beer,+84 90 892 21 38,Đang mở cửa: 4:00 CH - 10:00 CH,5.0,"Hải sản, Bữa tối","222 Pasteur St., Dist 3,, Thành phố Hồ Chí Minh 70000 Việt Nam",106.6922989,10.7842003
438,Crepe & Milktea Tanpopo,+84 28 3827 3589,Đang mở cửa: 10:00 SA - 10:30 CH,5.0,"Cửa hàng thức ăn ngon, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống","307 Nguyễn Lương Bằng Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7301904,10.7157971
439,Crystal Jade,+84 8 3811 0359,,3.5,Kiểu Trung Quốc,"13 Lê Quý Đôn, P.6, Q.3, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6919938,10.7800531
440,Crystal Jade Palace,+65 9758 5762,Đang mở cửa: 11:00 SA - 2:30 CH6:00 CH - 10:30 CH,4.0,"Kiểu Trung Quốc, Kiểu Á, Phù hợp với người ăn chay","185/26, Pham Ngu Lao Street Bi & Bee Saigon Hotel, District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",106.693849,10.768439
441,C's Steakhouse Saigon,+84 89 899 94 54,Đang mở cửa: 5:00 CH - 11:00 CH,5.0,"Kiểu Âu, Bữa tối","125B Hai Bà Trưng Đối diện Hard Rock Cafe, Thành phố Hồ Chí Minh 70000 Việt Nam",106.6998647,10.7810633
442,Cty Kitchen + Bar,+84 28 3823 7188,Đang mở cửa: 08:00 SA - 12:00 SA,5.0,"Món kết hợp, Bữa sáng, Bữa trưa, Bữa tối, Đêm muộn, Đồ uống","8A/G7A Thái Văn Lung Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.705495,10.779324
443,Củ Nén Quán,+84 93 317 98 17,Đang mở cửa: 09:00 SA - 9:00 CH,5.0,"Kiểu Việt, Bữa trưa, Bữa tối","52 Thach Thi Thanh, Tan Dinh Ward, District 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6924717,10.7905195
444,Cua Ngon,+84 28 6268 6268,,5.0,Hải sản,"40 Đồng Nai Cư xá Bắc Hải, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6630153,10.7786752
445,Cua Ngon - Hương Vị Đất Mũi,+84 28 6268 6268,Đang mở cửa: 09:00 SA - 10:00 CH,4.5,"Hải sản, Kiểu Trung Quốc, Kiểu Á, Tốt cho sức khỏe, Phúc Kiến, Kiểu Singapore, Bữa sáng, Bữa trưa, Bữa tối","40 Huỳnh Mẫn Đạt Phường 2, Quận 5, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6769388,10.7546522
446,Cuba La Casa Del Mojito,+84 8 3822 7099,,4.5,"Kiểu Cuba, Kiểu La tinh, Kiểu Tây Ban Nha, Kiểu Caribê, Phù hợp với người ăn chay, Tùy chọn ăn chay, Bữa tối, Đêm muộn, Đồ uống","4 Truong Son, Thành phố Hồ Chí Minh Việt Nam",106.6648461,10.8071603
447,Cuc Gach Cafe,+84 8 3911 0120,Đang mở cửa: 07:00 SA - 10:30 CH,4.0,"Kiểu Á, Kiểu Việt, Bữa trưa, Bữa sáng, Bữa tối, Chỗ ngồi, Đặt chỗ, Phục vụ đồ uống có cồn, Dịch vụ bàn","253 Nguyen Van Troi Street Phu Nhuan District, Thành phố Hồ Chí Minh 70000 Việt Nam",106.673609,10.796596
448,Cuc Gach Quan,+84 8 3848 0144,Đang mở cửa: 09:00 SA - 11:30 CH,4.5,"Kiểu Á, Kiểu Việt, Tốt cho sức khỏe, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten","15 Phan Văn Đạt Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7050003,10.7752479
449,Cục Than Bistro,767603306,Đang mở cửa: 11:00 SA - 10:30 CH,5.0,"Nhà hàng bít tết, Kiểu Âu, Cửa hàng thức ăn ngon, Món kết hợp, Kiểu Bữa tối, Bữa trưa, Bữa tối","169 Bùi Viện Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh Việt Nam",106.6913619,10.7660863
450,Cung Dinh,+84 8 3829 2185,,4.5,Kiểu Việt,"6 Thái Văn Lung Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",106.7058884,10.7795371
451,Cừu Non Hy Lạp,+84 98 808 75 90,,5.0,Kiểu Hy Lạp,"245/6 Nguyễn Trãi Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.6878643,10.7644926
452,Cyclo Resto,+84 97 551 30 11,Đang mở cửa: 11:30 SA - 10:00 CH,4.5,"Kiểu Á, Kiểu Việt, Tốt cho sức khỏe, Bữa trưa, Bữa tối, Đồ uống","6B Phạm Ngọc Thạch, Thành phố Hồ Chí Minh 700000 Việt Nam",106.696937,10.7821891
453,D Serai Classic Restaurant,+84 8 3824 5798,,4.5,"Kiểu Á, Kiểu Malaysia","34 Nguyen Dang Giai Thao Dien Ward, Thành phố Hồ Chí Minh 70000 Việt Nam",106.7372932,10.8022207
454,Đ.Kitchen,+84 28 3553 4358,Đang mở cửa: 3:00 CH - 11:45 CH,5.0,"Kiểu Bữa tối, Bữa trưa, Bữa tối","30 Bờ Bao Tân Thắng Tầng 1 Trung tâm mua sắm Aeon, Thành phố Hồ Chí Minh Việt Nam",106.6119309,10.7427497
455,Đà Lạt Phố Cafe,Chưa xác thực,Đang mở cửa: 09:00 SA - 11:00 CH,3.5,"Cà phê, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Chỗ ngồi, Dịch vụ bàn","24 Đông Du Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7052233,10.7770241
456,Da Vang Bar,Chưa xác thực,,3.5,"Kiểu Á, Kiểu Việt, Bữa trưa, Bữa tối, Chỗ ngồi","78/1 Phạm Viết Chánh Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh 700000 Việt Nam",106.7109905,10.790072
